emp_no,first_name,last_name,title,from_date,to_date,salary
100933,Uli,Taneja,Staff,1986-03-27,1993-03-27,"$74,993.00"
100934,Goncalo,Czaja,Engineer,1997-01-15,9999-01-01,"$41,164.00"
100960,Saniya,Candan,Senior Engineer,1995-11-09,9999-01-01,"$49,070.00"
100960,Saniya,Candan,Engineer,1990-11-09,1995-11-09,"$49,070.00"
100960,Saniya,Candan,Assistant Engineer,1985-11-09,1990-11-09,"$49,070.00"
100964,Arra,Mamelak,Senior Engineer,1997-12-24,9999-01-01,"$45,421.00"
100964,Arra,Mamelak,Engineer,1991-12-25,1997-12-24,"$45,421.00"
100964,Arra,Mamelak,Assistant Engineer,1985-12-25,1991-12-25,"$45,421.00"
100965,Lucian,Bultermann,Senior Staff,1995-05-04,9999-01-01,"$85,601.00"
100965,Lucian,Bultermann,Staff,1990-05-04,1995-05-04,"$85,601.00"
100974,Adas,Ebeling,Engineer,1994-10-25,9999-01-01,"$40,000.00"
100974,Adas,Ebeling,Assistant Engineer,1985-10-25,1994-10-25,"$40,000.00"
100998,Breannda,Portugali,Senior Staff,1994-07-27,9999-01-01,"$82,366.00"
100998,Breannda,Portugali,Staff,1986-07-27,1994-07-27,"$82,366.00"
101000,Vishv,Marrevee,Senior Staff,1995-07-14,9999-01-01,"$51,328.00"
101000,Vishv,Marrevee,Staff,1986-07-14,1995-07-14,"$51,328.00"
101002,Fei,Billawala,Senior Staff,1999-11-17,9999-01-01,"$49,150.00"
101002,Fei,Billawala,Staff,1993-11-17,1999-11-17,"$49,150.00"
101003,Pranas,Kusakabe,Engineer,1996-02-11,9999-01-01,"$58,383.00"
101005,Niranjan,Erni,Senior Engineer,1995-03-30,9999-01-01,"$40,000.00"
101005,Niranjan,Erni,Engineer,1987-03-30,1995-03-30,"$40,000.00"
101015,Spyrose,Rahier,Senior Staff,1999-04-27,9999-01-01,"$41,560.00"
101015,Spyrose,Rahier,Staff,1993-04-27,1999-04-27,"$41,560.00"
101018,Shigeu,Serra,Senior Engineer,1993-06-16,9999-01-01,"$61,471.00"
101033,Zhiwei,Clemencon,Senior Staff,1985-02-13,9999-01-01,"$64,916.00"
101034,Elgin,Tyugu,Senior Engineer,1991-04-14,9999-01-01,"$42,628.00"
101034,Elgin,Tyugu,Engineer,1985-04-14,1991-04-14,"$42,628.00"
101067,Kerhong,Schmittgen,Assistant Engineer,1998-10-12,9999-01-01,"$54,297.00"
101071,Perla,Leivant,Senior Staff,1992-06-14,9999-01-01,"$75,307.00"
101073,Yongdong,Iwayama,Senior Engineer,1992-07-06,9999-01-01,"$61,079.00"
101073,Yongdong,Iwayama,Engineer,1987-07-07,1992-07-06,"$61,079.00"
101078,Fusako,Zedlitz,Senior Engineer,1985-02-05,9999-01-01,"$42,440.00"
101086,Fumino,Breugel,Assistant Engineer,1996-09-28,9999-01-01,"$65,639.00"
101096,Make,Zaccaria,Senior Engineer,1995-07-04,9999-01-01,"$40,000.00"
101098,Maya,Norsworthy,Senior Staff,1993-06-27,9999-01-01,"$54,008.00"
101098,Maya,Norsworthy,Staff,1986-06-27,1993-06-27,"$54,008.00"
101110,Mahmut,Strooper,Technique Leader,1988-08-28,9999-01-01,"$49,189.00"
101117,Visit,Kriebel,Senior Staff,1993-12-13,9999-01-01,"$60,610.00"
101117,Visit,Kriebel,Staff,1987-12-14,1993-12-13,"$60,610.00"
101122,Nahla,Swick,Senior Staff,1991-03-11,9999-01-01,"$43,359.00"
101122,Nahla,Swick,Staff,1985-03-11,1991-03-11,"$43,359.00"
101123,Henk,Wossner,Senior Staff,1985-05-26,9999-01-01,"$71,036.00"
101142,Sedat,Gini,Senior Engineer,1995-02-15,9999-01-01,"$40,000.00"
101142,Sedat,Gini,Engineer,1988-02-15,1995-02-15,"$40,000.00"
101153,Manohar,Gill,Senior Staff,1994-07-24,9999-01-01,"$46,653.00"
101153,Manohar,Gill,Staff,1986-07-24,1994-07-24,"$46,653.00"
101172,Nevio,Schoegge,Senior Staff,1995-03-20,9999-01-01,"$101,642.00"
101172,Nevio,Schoegge,Staff,1988-03-19,1995-03-20,"$101,642.00"
101180,Subhada,Przulj,Senior Staff,1985-02-22,9999-01-01,"$75,117.00"
101192,Shugo,Poujol,Senior Staff,1987-01-11,9999-01-01,"$49,897.00"
101193,Fen,Rabejac,Senior Engineer,1993-11-06,9999-01-01,"$58,631.00"
101193,Fen,Rabejac,Engineer,1985-11-06,1993-11-06,"$58,631.00"
101204,Nikolaus,Schmiedel,Staff,1994-12-30,9999-01-01,"$40,000.00"
101206,Nishit,Vitiello,Senior Staff,2001-01-22,9999-01-01,"$55,057.00"
101206,Nishit,Vitiello,Staff,1994-01-22,2001-01-22,"$55,057.00"
101210,Hidde,Takanami,Senior Engineer,1995-02-22,9999-01-01,"$40,000.00"
101210,Hidde,Takanami,Engineer,1986-02-22,1995-02-22,"$40,000.00"
101218,Basil,Huhdanpaa,Technique Leader,1997-07-14,9999-01-01,"$56,978.00"
101221,Phule,Saoudi,Technique Leader,1986-06-19,9999-01-01,"$61,546.00"
101239,Toshimori,Khalil,Senior Staff,1985-08-18,9999-01-01,"$47,859.00"
101240,Oldrich,Perin,Senior Staff,1992-01-18,9999-01-01,"$84,304.00"
101240,Oldrich,Perin,Staff,1986-01-18,1992-01-18,"$84,304.00"
101246,Saddek,Sommer,Senior Staff,2001-01-26,9999-01-01,"$64,563.00"
101246,Saddek,Sommer,Staff,1996-01-27,2001-01-26,"$64,563.00"
101252,Constantino,Speer,Senior Staff,1993-11-30,9999-01-01,"$41,874.00"
101252,Constantino,Speer,Staff,1988-11-30,1993-11-30,"$41,874.00"
101258,Patricia,Lortz,Senior Engineer,1987-10-02,9999-01-01,"$51,443.00"
101270,Tsutomu,Nitto,Senior Staff,2000-08-22,9999-01-01,"$40,000.00"
101270,Tsutomu,Nitto,Staff,1992-08-22,2000-08-22,"$40,000.00"
101276,Shirish,Leonhardt,Senior Engineer,1993-10-17,9999-01-01,"$62,370.00"
101276,Shirish,Leonhardt,Engineer,1988-10-17,1993-10-17,"$62,370.00"
101286,Gila,Bernardinello,Engineer,1994-12-02,9999-01-01,"$40,000.00"
101288,Bader,Chorvat,Senior Engineer,1995-05-13,9999-01-01,"$40,000.00"
101288,Bader,Chorvat,Engineer,1987-05-13,1995-05-13,"$40,000.00"
101291,Kellie,Mapelli,Senior Engineer,1995-02-21,9999-01-01,"$40,000.00"
101291,Kellie,Mapelli,Engineer,1987-02-21,1995-02-21,"$40,000.00"
101294,Sakthirel,Speel,Senior Engineer,1994-03-31,9999-01-01,"$47,843.00"
101294,Sakthirel,Speel,Engineer,1987-03-31,1994-03-31,"$47,843.00"
101312,Kamakshi,Auria,Senior Engineer,1998-02-14,9999-01-01,"$40,000.00"
101321,Arvind,Beetstra,Senior Engineer,1993-12-04,9999-01-01,"$41,130.00"
101321,Arvind,Beetstra,Engineer,1986-12-04,1993-12-04,"$41,130.00"
101331,Tsz,Hagimont,Senior Engineer,1994-03-01,9999-01-01,"$51,344.00"
101331,Tsz,Hagimont,Engineer,1986-03-01,1994-03-01,"$51,344.00"
101338,Nobuyoshi,Legleitner,Senior Engineer,2001-09-24,9999-01-01,"$41,089.00"
101338,Nobuyoshi,Legleitner,Engineer,1995-09-25,2001-09-24,"$41,089.00"
101346,Dinkar,Perfilyeva,Senior Engineer,1995-12-09,9999-01-01,"$61,822.00"
101357,Baocai,Clemencon,Senior Staff,1991-01-15,9999-01-01,"$40,000.00"
101364,Turgut,Poehlman,Senior Engineer,1999-08-21,9999-01-01,"$53,032.00"
101364,Turgut,Poehlman,Engineer,1993-08-21,1999-08-21,"$53,032.00"
101377,Jacqueline,Decaestecker,Senior Engineer,1996-02-02,9999-01-01,"$51,803.00"
101380,Cullen,Ghazalie,Engineer,1998-02-05,9999-01-01,"$65,130.00"
101385,Maia,Vickson,Technique Leader,1999-06-27,9999-01-01,"$53,991.00"
101396,Guther,Pellegrinelli,Senior Staff,1994-08-23,9999-01-01,"$53,873.00"
101396,Guther,Pellegrinelli,Staff,1989-08-23,1994-08-23,"$53,873.00"
101405,Takahito,Fasbender,Senior Engineer,1996-12-11,9999-01-01,"$40,000.00"
101405,Takahito,Fasbender,Engineer,1988-12-11,1996-12-11,"$40,000.00"
101412,Nathan,Baaleh,Senior Staff,1988-06-10,9999-01-01,"$59,919.00"
101414,Xiaoheng,DasSarma,Senior Staff,1987-05-08,9999-01-01,"$50,029.00"
101425,Lalit,Speel,Senior Engineer,1992-07-25,9999-01-01,"$54,698.00"
101425,Lalit,Speel,Engineer,1986-07-26,1992-07-25,"$54,698.00"
101428,Tiina,Muhling,Senior Engineer,1993-05-19,9999-01-01,"$59,123.00"
101428,Tiina,Muhling,Engineer,1987-05-20,1993-05-19,"$59,123.00"
101440,Aimee,McAffer,Senior Staff,1995-12-01,9999-01-01,"$64,583.00"
101440,Aimee,McAffer,Staff,1988-11-30,1995-12-01,"$64,583.00"
101445,Remzi,Dehkordi,Senior Staff,1998-05-02,9999-01-01,"$40,000.00"
101445,Remzi,Dehkordi,Staff,1991-05-02,1998-05-02,"$40,000.00"
101461,Satosi,Bednarek,Senior Engineer,1999-03-25,9999-01-01,"$45,488.00"
101470,Toshiki,Champarnaud,Senior Engineer,1991-12-30,9999-01-01,"$40,000.00"
101470,Toshiki,Champarnaud,Engineer,1986-12-30,1991-12-30,"$40,000.00"
101477,Kenroku,Piazza,Senior Staff,1993-11-02,9999-01-01,"$40,000.00"
101477,Kenroku,Piazza,Staff,1986-11-02,1993-11-02,"$40,000.00"
101490,Lein,Morrin,Senior Staff,1992-07-06,9999-01-01,"$43,463.00"
101490,Lein,Morrin,Staff,1985-07-06,1992-07-06,"$43,463.00"
101501,Rosalie,Vecchi,Technique Leader,1985-12-26,9999-01-01,"$59,050.00"
101505,Dietrich,Gornas,Senior Staff,1994-10-17,9999-01-01,"$74,018.00"
101505,Dietrich,Gornas,Staff,1986-10-17,1994-10-17,"$74,018.00"
101515,Nahid,Magalhaes,Senior Staff,1994-04-02,9999-01-01,"$40,000.00"
101515,Nahid,Magalhaes,Staff,1988-04-02,1994-04-02,"$40,000.00"
101519,Marek,Macedo,Senior Engineer,1991-05-06,9999-01-01,"$61,833.00"
101519,Marek,Macedo,Engineer,1985-05-06,1991-05-06,"$61,833.00"
101521,Debatosh,Soloway,Senior Engineer,1994-04-08,9999-01-01,"$47,326.00"
101521,Debatosh,Soloway,Engineer,1986-04-08,1994-04-08,"$47,326.00"
101523,Vishv,Quadeer,Technique Leader,1991-03-10,9999-01-01,"$56,781.00"
101530,Sushant,Debuse,Technique Leader,1998-12-21,9999-01-01,"$49,869.00"
101537,Luigi,Cyre,Senior Engineer,1985-09-28,9999-01-01,"$43,887.00"
101558,Wojceich,Tischendorf,Senior Engineer,1985-02-24,9999-01-01,"$46,986.00"
101559,Rasiah,Kisuki,Senior Engineer,1993-08-11,9999-01-01,"$53,702.00"
101559,Rasiah,Kisuki,Engineer,1986-08-11,1993-08-11,"$53,702.00"
101580,Lein,Bernardinello,Senior Staff,2000-01-04,9999-01-01,"$40,000.00"
101580,Lein,Bernardinello,Staff,1995-01-04,2000-01-04,"$40,000.00"
101587,Hironobu,Puppo,Senior Staff,1996-02-27,9999-01-01,"$67,686.00"
101587,Hironobu,Puppo,Staff,1990-02-27,1996-02-27,"$67,686.00"
101588,Manu,Weedon,Senior Engineer,1992-03-23,9999-01-01,"$53,259.00"
101588,Manu,Weedon,Engineer,1986-03-24,1992-03-23,"$53,259.00"
101608,Girolamo,Mundy,Senior Staff,1998-08-31,9999-01-01,"$71,012.00"
101608,Girolamo,Mundy,Staff,1989-08-31,1998-08-31,"$71,012.00"
101617,Serge,Maquelin,Senior Staff,1995-06-20,9999-01-01,"$61,499.00"
101617,Serge,Maquelin,Staff,1990-06-20,1995-06-20,"$61,499.00"
101626,Moheb,Vrecion,Senior Staff,1994-11-28,9999-01-01,"$40,000.00"
101626,Moheb,Vrecion,Staff,1985-11-28,1994-11-28,"$40,000.00"
101637,Subir,Azuma,Staff,1995-03-30,9999-01-01,"$46,260.00"
101638,Gaurav,Conta,Engineer,1996-07-07,9999-01-01,"$51,982.00"
101651,Trygve,Templeman,Senior Engineer,1996-02-17,9999-01-01,"$40,000.00"
101651,Trygve,Templeman,Engineer,1988-02-17,1996-02-17,"$40,000.00"
101656,Yaghout,Kornyak,Senior Staff,1991-11-15,9999-01-01,"$70,589.00"
101657,Krisda,Herath,Senior Staff,2000-07-13,9999-01-01,"$40,000.00"
101657,Krisda,Herath,Staff,1995-07-14,2000-07-13,"$40,000.00"
101681,Goh,Fasbender,Senior Engineer,1994-03-06,9999-01-01,"$40,000.00"
101681,Goh,Fasbender,Engineer,1988-03-06,1994-03-06,"$40,000.00"
101688,Bilhanan,Worfolk,Engineer,1998-04-16,9999-01-01,"$40,000.00"
101690,Dante,Lally,Senior Staff,1995-03-26,9999-01-01,"$75,873.00"
101690,Dante,Lally,Staff,1988-03-25,1995-03-26,"$75,873.00"
101713,Weiye,Erev,Senior Staff,1998-07-16,9999-01-01,"$53,543.00"
101719,Nadjib,Wolniewicz,Senior Engineer,1993-06-03,9999-01-01,"$51,059.00"
101719,Nadjib,Wolniewicz,Engineer,1986-06-03,1993-06-03,"$51,059.00"
101721,Hidefumi,Cooke,Senior Engineer,1990-08-10,9999-01-01,"$40,000.00"
101721,Hidefumi,Cooke,Engineer,1985-08-10,1990-08-10,"$40,000.00"
101742,Tetsushi,Sessa,Senior Staff,1991-09-27,9999-01-01,"$65,726.00"
101774,Heekeun,Baba,Senior Engineer,1985-05-26,9999-01-01,"$41,509.00"
101775,Tuval,Liedekerke,Engineer,1999-01-04,9999-01-01,"$65,939.00"
101778,Aamer,Peha,Senior Engineer,2000-09-12,9999-01-01,"$40,000.00"
101778,Aamer,Peha,Engineer,1991-09-13,2000-09-12,"$40,000.00"
101787,Shunichi,Muhling,Senior Engineer,1993-07-28,9999-01-01,"$48,195.00"
101787,Shunichi,Muhling,Engineer,1988-07-28,1993-07-28,"$48,195.00"
101800,Arlette,Iwayama,Engineer,1997-01-17,9999-01-01,"$40,000.00"
101808,Atreye,Hedayat,Technique Leader,1987-11-18,9999-01-01,"$42,707.00"
101813,Shai,Turnbull,Senior Engineer,1987-12-24,9999-01-01,"$40,000.00"
101816,Hongzhu,Claffy,Senior Staff,1995-03-04,9999-01-01,"$41,726.00"
101816,Hongzhu,Claffy,Staff,1987-03-04,1995-03-04,"$41,726.00"
101833,Cordelia,Couchot,Senior Staff,1997-07-27,9999-01-01,"$63,069.00"
101833,Cordelia,Couchot,Staff,1988-07-27,1997-07-27,"$63,069.00"
101845,Giordano,Pouyioutas,Senior Staff,2002-07-19,9999-01-01,"$40,000.00"
101845,Giordano,Pouyioutas,Staff,1994-07-19,2002-07-19,"$40,000.00"
101848,Jouko,Kolinko,Senior Staff,1997-06-19,9999-01-01,"$77,758.00"
101848,Jouko,Kolinko,Staff,1991-06-20,1997-06-19,"$77,758.00"
101855,Sven,Majewski,Senior Staff,1998-10-18,9999-01-01,"$59,799.00"
101855,Sven,Majewski,Staff,1991-10-18,1998-10-18,"$59,799.00"
101858,Katsuyuki,Nourani,Senior Staff,1994-04-05,9999-01-01,"$40,000.00"
101858,Katsuyuki,Nourani,Staff,1987-04-05,1994-04-05,"$40,000.00"
101869,Zhanqiu,Siprelle,Senior Staff,1995-12-26,9999-01-01,"$84,820.00"
101869,Zhanqiu,Siprelle,Staff,1986-12-26,1995-12-26,"$84,820.00"
101878,Tetsushi,Stroustrup,Senior Staff,1998-01-16,9999-01-01,"$69,019.00"
101878,Tetsushi,Stroustrup,Staff,1991-01-16,1998-01-16,"$69,019.00"
101887,Zhonghua,McAlpine,Senior Engineer,1995-09-05,9999-01-01,"$40,000.00"
101887,Zhonghua,McAlpine,Engineer,1987-09-05,1995-09-05,"$40,000.00"
101888,Eran,Ritcey,Engineer,1996-08-19,9999-01-01,"$40,000.00"
101898,Mang,Schwartzbauer,Senior Engineer,2002-03-01,9999-01-01,"$56,898.00"
101898,Mang,Schwartzbauer,Engineer,1995-03-01,2002-03-01,"$56,898.00"
101907,Jianhao,England,Staff,1999-08-19,9999-01-01,"$86,139.00"
101915,Mayuri,Chenoweth,Senior Engineer,1995-04-26,9999-01-01,"$53,504.00"
101915,Mayuri,Chenoweth,Engineer,1987-04-26,1995-04-26,"$53,504.00"
101919,Mantis,Schahn,Senior Staff,1999-08-05,9999-01-01,"$61,916.00"
101919,Mantis,Schahn,Staff,1991-08-05,1999-08-05,"$61,916.00"
101928,Avishai,Baezner,Engineer,1998-03-30,9999-01-01,"$41,357.00"
101932,Christophe,Hashii,Senior Engineer,1996-09-19,9999-01-01,"$46,203.00"
101932,Christophe,Hashii,Engineer,1987-09-20,1996-09-19,"$46,203.00"
101934,Roselyn,Rosin,Senior Staff,1993-02-16,9999-01-01,"$54,038.00"
101934,Roselyn,Rosin,Staff,1986-02-16,1993-02-16,"$54,038.00"
101949,Foong,Pettis,Senior Engineer,1993-05-12,9999-01-01,"$49,621.00"
101949,Foong,Pettis,Engineer,1986-05-12,1993-05-12,"$49,621.00"
101973,Yucel,Kilgore,Senior Staff,1996-02-23,9999-01-01,"$65,051.00"
101973,Yucel,Kilgore,Staff,1988-02-23,1996-02-23,"$65,051.00"
101989,JiYoung,Plavsic,Senior Engineer,1991-02-20,9999-01-01,"$52,805.00"
101989,JiYoung,Plavsic,Engineer,1985-02-20,1991-02-20,"$52,805.00"
101993,Manohar,Perez,Senior Staff,1993-03-05,9999-01-01,"$55,620.00"
101993,Manohar,Perez,Staff,1986-03-05,1993-03-05,"$55,620.00"
102011,Genevieve,Lund,Senior Engineer,2001-11-12,9999-01-01,"$52,456.00"
102011,Genevieve,Lund,Engineer,1995-11-13,2001-11-12,"$52,456.00"
102019,Mohammad,Ullian,Senior Staff,1992-06-05,9999-01-01,"$87,038.00"
102019,Mohammad,Ullian,Staff,1987-06-06,1992-06-05,"$87,038.00"
102027,Gladys,Isaak,Senior Engineer,1996-02-20,9999-01-01,"$40,000.00"
102027,Gladys,Isaak,Engineer,1987-02-20,1996-02-20,"$40,000.00"
102028,Yunming,Thiran,Senior Engineer,1988-10-27,9999-01-01,"$63,152.00"
102045,Chandrasekaran,Berstel,Engineer,1998-07-21,9999-01-01,"$46,765.00"
102052,Shaunak,Krychniak,Senior Staff,1999-03-06,9999-01-01,"$40,281.00"
102052,Shaunak,Krychniak,Staff,1991-03-06,1999-03-06,"$40,281.00"
102061,Niclas,Nittel,Senior Engineer,1993-11-15,9999-01-01,"$75,529.00"
102061,Niclas,Nittel,Engineer,1987-11-16,1993-11-15,"$75,529.00"
102062,Shigehiro,Lanteri,Senior Staff,1987-08-08,9999-01-01,"$58,715.00"
102068,Zhilian,Bergere,Senior Staff,2002-03-03,9999-01-01,"$67,377.00"
102068,Zhilian,Bergere,Staff,1993-03-03,2002-03-03,"$67,377.00"
102079,Gay,Thiria,Senior Engineer,1997-01-06,9999-01-01,"$40,000.00"
102079,Gay,Thiria,Engineer,1988-01-07,1997-01-06,"$40,000.00"
102081,Gina,Bridgland,Technique Leader,1987-01-05,9999-01-01,"$57,925.00"
102090,Shaleah,Zizka,Senior Staff,1995-09-15,9999-01-01,"$40,000.00"
102090,Shaleah,Zizka,Staff,1987-09-15,1995-09-15,"$40,000.00"
102105,Hironobu,Schwartzbauer,Senior Staff,1999-01-22,9999-01-01,"$45,137.00"
102105,Hironobu,Schwartzbauer,Staff,1990-01-22,1999-01-22,"$45,137.00"
102110,Mang,Christ,Senior Staff,1991-09-27,9999-01-01,"$58,708.00"
102110,Mang,Christ,Staff,1985-09-27,1991-09-27,"$58,708.00"
102131,Gill,Aseltine,Senior Staff,1986-04-03,9999-01-01,"$40,653.00"
102144,Bernice,Karlin,Engineer,1998-09-28,9999-01-01,"$40,000.00"
102147,Kristen,Miyakawa,Senior Staff,1986-06-04,9999-01-01,"$52,372.00"
102153,Danel,Lukaszewicz,Senior Staff,1986-07-01,9999-01-01,"$76,845.00"
102162,Nevin,Fujisaki,Senior Engineer,1993-01-25,9999-01-01,"$40,000.00"
102162,Nevin,Fujisaki,Engineer,1987-01-26,1993-01-25,"$40,000.00"
102180,Demos,Waschkowski,Senior Staff,1993-07-28,9999-01-01,"$51,592.00"
102180,Demos,Waschkowski,Staff,1988-07-28,1993-07-28,"$51,592.00"
102187,Fumiya,Eickenmeyer,Senior Staff,2001-09-07,9999-01-01,"$51,190.00"
102187,Fumiya,Eickenmeyer,Staff,1992-09-07,2001-09-07,"$51,190.00"
102191,Nikolaos,Menyhert,Senior Engineer,1987-11-26,9999-01-01,"$57,701.00"
102217,Christ,Luks,Senior Engineer,1985-08-15,9999-01-01,"$40,000.00"
102220,Deborah,Poehlman,Technique Leader,1988-06-11,9999-01-01,"$40,000.00"
102221,Manibrata,Orlowska,Senior Engineer,1991-10-12,9999-01-01,"$42,023.00"
102228,Udaiprakash,Nannarelli,Senior Staff,1993-11-11,9999-01-01,"$59,418.00"
102228,Udaiprakash,Nannarelli,Staff,1987-11-12,1993-11-11,"$59,418.00"
102232,Roded,Kaiser,Senior Staff,1993-06-21,9999-01-01,"$44,706.00"
102232,Roded,Kaiser,Staff,1988-06-21,1993-06-21,"$44,706.00"
102240,Shmuel,Rodite,Senior Engineer,1996-07-22,9999-01-01,"$63,672.00"
102240,Shmuel,Rodite,Engineer,1988-07-22,1996-07-22,"$63,672.00"
102257,Stella,Tsukune,Senior Engineer,1991-07-28,9999-01-01,"$41,309.00"
102257,Stella,Tsukune,Engineer,1986-07-28,1991-07-28,"$41,309.00"
102286,Cedric,Chachaty,Senior Staff,1993-06-08,9999-01-01,"$46,380.00"
102286,Cedric,Chachaty,Staff,1988-06-08,1993-06-08,"$46,380.00"
102292,Fumiyo,Peltason,Technique Leader,1987-10-28,9999-01-01,"$61,172.00"
102298,Tianruo,Selenyi,Engineer,2000-01-26,9999-01-01,"$40,000.00"
102314,Anneli,Maliniak,Engineer,1998-04-19,9999-01-01,"$40,000.00"
102320,Bangqing,Sichman,Senior Engineer,1999-02-23,9999-01-01,"$40,000.00"
102320,Bangqing,Sichman,Engineer,1994-02-23,1999-02-23,"$40,000.00"
102320,Bangqing,Sichman,Assistant Engineer,1989-02-23,1994-02-23,"$40,000.00"
102336,Frazer,Schlenzig,Senior Engineer,1991-06-14,9999-01-01,"$40,000.00"
102336,Frazer,Schlenzig,Engineer,1985-06-14,1991-06-14,"$40,000.00"
102371,Chenxi,Chenoweth,Senior Staff,1995-09-29,9999-01-01,"$56,227.00"
102371,Chenxi,Chenoweth,Staff,1987-09-29,1995-09-29,"$56,227.00"
102372,Maik,Jahnichen,Senior Engineer,1990-01-12,9999-01-01,"$98,186.00"
102385,Mountaz,Sidou,Senior Engineer,1993-08-13,9999-01-01,"$73,828.00"
102385,Mountaz,Sidou,Engineer,1986-08-13,1993-08-13,"$73,828.00"
102395,Kitty,Massonet,Senior Staff,1998-05-17,9999-01-01,"$40,000.00"
102395,Kitty,Massonet,Staff,1990-05-17,1998-05-17,"$40,000.00"
102405,Kagan,Danlos,Senior Staff,2000-12-29,9999-01-01,"$42,998.00"
102405,Kagan,Danlos,Staff,1995-12-30,2000-12-29,"$42,998.00"
102423,Kazuhiko,Sridhar,Senior Staff,1997-01-20,9999-01-01,"$48,201.00"
102423,Kazuhiko,Sridhar,Staff,1988-01-21,1997-01-20,"$48,201.00"
102427,Idoia,Rindone,Senior Staff,1998-05-05,9999-01-01,"$40,000.00"
102433,Arch,Peek,Senior Staff,1995-03-31,9999-01-01,"$92,909.00"
102433,Arch,Peek,Staff,1987-03-31,1995-03-31,"$92,909.00"
102440,Yucai,Farrow,Senior Staff,1988-06-20,9999-01-01,"$76,306.00"
102450,Elgin,Krupka,Senior Engineer,1993-04-14,9999-01-01,"$66,353.00"
102450,Elgin,Krupka,Engineer,1985-04-14,1993-04-14,"$66,353.00"
102451,Vugranam,Harbusch,Engineer,1996-07-19,9999-01-01,"$40,000.00"
102465,IEEE,Chiola,Senior Staff,1987-12-28,9999-01-01,"$40,000.00"
102479,Serap,Facello,Senior Staff,1986-06-29,9999-01-01,"$61,615.00"
102483,Qingxiang,Boissier,Senior Engineer,2002-06-07,9999-01-01,"$40,000.00"
102483,Qingxiang,Boissier,Engineer,1993-06-07,2002-06-07,"$40,000.00"
102496,Ayonca,Hiraishi,Senior Engineer,1994-07-06,9999-01-01,"$40,000.00"
102496,Ayonca,Hiraishi,Engineer,1985-07-06,1994-07-06,"$40,000.00"
102514,Arne,Huttel,Senior Engineer,1986-09-12,9999-01-01,"$63,125.00"
102520,Tetsurou,Remmers,Senior Engineer,1995-04-16,9999-01-01,"$40,000.00"
102520,Tetsurou,Remmers,Engineer,1986-04-16,1995-04-16,"$40,000.00"
102548,Tokuyasu,Kragelund,Senior Engineer,1997-04-07,9999-01-01,"$40,000.00"
102552,Danai,Delgrande,Senior Staff,1997-11-06,9999-01-01,"$40,000.00"
102552,Danai,Delgrande,Staff,1990-11-06,1997-11-06,"$40,000.00"
102597,Waiman,Vidal,Senior Engineer,1997-02-06,9999-01-01,"$50,203.00"
102597,Waiman,Vidal,Engineer,1990-02-06,1997-02-06,"$50,203.00"
102609,Chaoyi,Felder,Engineer,1997-08-09,9999-01-01,"$43,987.00"
102609,Chaoyi,Felder,Assistant Engineer,1990-08-09,1997-08-09,"$43,987.00"
102627,Bedrich,Businaro,Senior Engineer,2001-07-03,9999-01-01,"$52,225.00"
102627,Bedrich,Businaro,Engineer,1993-07-03,2001-07-03,"$52,225.00"
102632,Caolyn,Radwan,Senior Engineer,1993-08-22,9999-01-01,"$40,000.00"
102632,Caolyn,Radwan,Engineer,1986-08-22,1993-08-22,"$40,000.00"
102654,Gregory,Makinen,Technique Leader,1987-03-20,9999-01-01,"$50,339.00"
102673,Stamatina,Vigier,Senior Staff,2001-06-11,9999-01-01,"$71,501.00"
102673,Stamatina,Vigier,Staff,1996-06-11,2001-06-11,"$71,501.00"
102677,Huei,Karcich,Senior Engineer,1995-11-28,9999-01-01,"$40,000.00"
102677,Huei,Karcich,Engineer,1986-11-28,1995-11-28,"$40,000.00"
102682,Oscar,Reutenauer,Senior Staff,1989-11-11,9999-01-01,"$71,707.00"
102692,Saniya,Lindenbaum,Staff,1997-07-02,9999-01-01,"$66,030.00"
102700,Juichirou,Hedayat,Senior Engineer,2001-06-13,9999-01-01,"$40,000.00"
102700,Juichirou,Hedayat,Engineer,1994-06-13,2001-06-13,"$40,000.00"
102704,Slavian,Andreotta,Senior Staff,1991-03-29,9999-01-01,"$64,223.00"
102704,Slavian,Andreotta,Staff,1985-03-29,1991-03-29,"$64,223.00"
102708,Xinglin,Marletta,Senior Staff,1997-02-21,9999-01-01,"$54,392.00"
102708,Xinglin,Marletta,Staff,1988-02-22,1997-02-21,"$54,392.00"
102710,Divier,Szmurlo,Senior Engineer,1995-04-11,9999-01-01,"$40,000.00"
102710,Divier,Szmurlo,Engineer,1986-04-11,1995-04-11,"$40,000.00"
102728,Make,Jiang,Staff,1997-05-03,9999-01-01,"$59,476.00"
102733,Marie,Angiulli,Senior Staff,1991-09-10,9999-01-01,"$66,824.00"
102733,Marie,Angiulli,Staff,1985-09-10,1991-09-10,"$66,824.00"
102737,Fabrizio,Mitina,Senior Engineer,1992-07-25,9999-01-01,"$56,956.00"
102737,Fabrizio,Mitina,Engineer,1985-07-25,1992-07-25,"$56,956.00"
102738,Ramya,Tchuente,Senior Staff,1995-04-13,9999-01-01,"$40,000.00"
102738,Ramya,Tchuente,Staff,1987-04-13,1995-04-13,"$40,000.00"
102740,Guenter,Gide,Senior Engineer,1988-01-16,9999-01-01,"$40,000.00"
102741,Palash,Naumovich,Senior Staff,2000-03-30,9999-01-01,"$54,333.00"
